Ticker,Date,Close
SHOP,12/19/2022,35.5
SHOP,12/20/2022,35.99
SHOP,12/21/2022,36.19
SHOP,12/22/2022,34.68
SHOP,12/23/2022,33.71
SHOP,12/27/2022,33.39
SHOP,12/28/2022,32.64
SHOP,12/29/2022,35.1
SHOP,12/30/2022,34.71
SHOP,1/3/2023,35.68
SHOP,1/4/2023,37.54
SHOP,1/5/2023,35.95
SHOP,1/6/2023,36.85
SHOP,1/9/2023,37.19
SHOP,1/10/2023,36.5
SHOP,1/11/2023,36.44
SHOP,1/12/2023,36.76
SHOP,1/13/2023,38.89
SHOP,1/17/2023,39.98
SHOP,1/18/2023,39.17
SHOP,1/19/2023,38.06
SHOP,1/20/2023,40.48
SHOP,1/23/2023,44.04
SHOP,1/24/2023,42.69
SHOP,1/25/2023,47.33
SHOP,1/26/2023,48.33
SHOP,1/27/2023,50.08
SHOP,1/30/2023,47.19
SHOP,1/31/2023,49.27
SHOP,2/1/2023,50.26
SHOP,2/2/2023,53.63
SHOP,2/3/2023,52.93
SHOP,2/6/2023,51.57
SHOP,2/7/2023,51.35
SHOP,2/8/2023,49.8
SHOP,2/9/2023,49.64
SHOP,2/10/2023,48.3
SHOP,2/13/2023,48.7
SHOP,2/14/2023,50.11
SHOP,2/15/2023,53.39
SHOP,2/16/2023,44.91
SHOP,2/17/2023,43.61
SHOP,2/21/2023,41.42
SHOP,2/22/2023,42.03
SHOP,2/23/2023,42.38
SHOP,2/24/2023,40.75
SHOP,2/27/2023,40.48
SHOP,2/28/2023,41.14
SHOP,3/1/2023,40.1
SHOP,3/2/2023,41.18
SHOP,3/3/2023,43.4
SHOP,3/6/2023,43.48
SHOP,3/7/2023,42.46
SHOP,3/8/2023,43.7
SHOP,3/9/2023,43
SHOP,3/10/2023,41.46
SHOP,3/13/2023,41.78
SHOP,3/14/2023,43.8
SHOP,3/15/2023,43.54
SHOP,3/16/2023,44.67
SHOP,3/17/2023,44.68
SHOP,3/20/2023,43.88
SHOP,3/21/2023,45.74
SHOP,3/22/2023,44.96
SHOP,3/23/2023,45.79
SHOP,3/24/2023,44.98
SHOP,3/27/2023,45.07
SHOP,3/28/2023,44.31
SHOP,3/29/2023,46.7
SHOP,3/30/2023,46.51
SHOP,3/31/2023,47.94
SHOP,4/3/2023,47.68
SHOP,4/4/2023,47.59
SHOP,4/5/2023,45.19
SHOP,4/6/2023,45.35
SHOP,4/10/2023,45.35
SHOP,4/11/2023,44.78
SHOP,4/12/2023,45.3
SHOP,4/13/2023,45.73
SHOP,4/14/2023,46.39
SHOP,4/17/2023,48.52
SHOP,4/18/2023,49.2
SHOP,4/19/2023,49.05
SHOP,4/20/2023,48
SHOP,4/21/2023,48.94
SHOP,4/24/2023,48.02
SHOP,4/25/2023,46.46
SHOP,4/26/2023,46.37
SHOP,4/27/2023,47.59
SHOP,4/28/2023,48.45
SHOP,5/1/2023,47.28
SHOP,5/2/2023,46.78
SHOP,5/3/2023,46.27
SHOP,5/4/2023,57.3
SHOP,5/5/2023,62.03
SHOP,5/8/2023,64.38
SHOP,5/9/2023,63.89
SHOP,5/10/2023,63.17
SHOP,5/11/2023,62.9
SHOP,5/12/2023,61.33
SHOP,5/15/2023,61.58
SHOP,5/16/2023,60.12
SHOP,5/17/2023,60.76
SHOP,5/18/2023,60.85
SHOP,5/19/2023,60.2
SHOP,5/22/2023,62.06
SHOP,5/23/2023,58.33
SHOP,5/24/2023,58.97
SHOP,5/25/2023,57.71
SHOP,5/26/2023,59.26
SHOP,5/30/2023,58.19
SHOP,5/31/2023,57.19
SHOP,6/1/2023,57.94
SHOP,6/2/2023,58.29
SHOP,6/5/2023,59.92
SHOP,6/6/2023,63.66
SHOP,6/7/2023,59.56
SHOP,6/8/2023,59.28
SHOP,6/9/2023,61.36
SHOP,6/12/2023,65.01
SHOP,6/13/2023,63.84
SHOP,6/14/2023,65.88
SHOP,6/15/2023,66.1
SHOP,6/16/2023,64.71
SHOP,6/20/2023,64.26
SHOP,6/21/2023,63.17
SHOP,6/22/2023,63.48
SHOP,6/23/2023,63.79
SHOP,6/26/2023,63.25
SHOP,6/27/2023,63.8
SHOP,6/28/2023,64.62
SHOP,6/29/2023,63.76
SHOP,6/30/2023,64.6
SHOP,7/3/2023,64.85
SHOP,7/5/2023,64.44
